id,name,variety,u,v,anchor
74,Jungle Grass,W,90,,Bottom
74,Jungle Rose,A,108,,Bottom
74,Jungle Rose,B,126,,Bottom
79,Wooden Bed,,,,Left
79,Wooden Bed,Right,72,,
79,Ebonwood Bed,,,36,Left
79,Ebonwood Bed,Right,72,36,
79,Rich Mahogany Bed,,,72,Left
79,Rich Mahogany Bed,Right,72,72,
79,Pearlwood Bed,,,108,Left
79,Pearlwood Bed,Right,72,108,
79,Shadewood Bed,,,144,Left
79,Shadewood Bed,Right,72,144,
79,Blue Dungeon Bed,,,180,Left
79,Blue Dungeon Bed,Right,72,180,
79,Green Dungeon Bed,,,216,Left
79,Green Dungeon Bed,Right,72,216,
79,Pink Dungeon Bed,,,252,Left
79,Pink Dungeon Bed,Right,72,252,
79,Obsidian Bed,,,288,Left
79,Obsidian Bed,Right,72,288,
79,Glass Bed,,,324,Left
79,Glass Bed,Right,72,324,
79,Golden Bed,,,360,Left
79,Golden Bed,Right,72,360,
79,Honey Bed,,,396,Left
79,Honey Bed,Right,72,396,
79,Steam Punk Bed,,,432,Left
79,Steam Punk Bed,Right,72,432,
79,Cactus Bed,,,468,Left
79,Cactus Bed,Right,72,468,
79,Flesh Bed,,,504,Left
79,Flesh Bed,Right,72,504,
79,Frozen Bed,,,540,Left
79,Frozen Bed,Right,72,540,
79,Lihzahrd Bed,,,576,Left
79,Lihzahrd Bed,Right,72,576,
79,Skyware Bed,,,612,Left
79,Skyware Bed,Right,72,612,
79,Spooky Bed,,,648,Left
79,Spooky Bed,Right,72,648,
79,Living Wood Bed,,,684,Left
79,Living Wood Bed,Right,72,684,
79,Bone Bed,,,720,Left
79,Bone Bed,Right,72,720,
79,Dynasty Bed,,,756,Left
79,Dynasty Bed,Right,72,756,
79,Palm Wood Bed,,,792,Left
79,Palm Wood Bed,Right,72,792,
79,Mushroom Bed,,,828,Left
79,Mushroom Bed,Right,72,828,
79,Boreal Wood Bed,,,864,Left
79,Boreal Wood Bed,Right,72,864,
79,Slime Bed,,,900,Left
79,Slime Bed,Right,72,900,
79,Pumpkin Bed,,,936,Left
79,Pumpkin Bed,Right,72,936,
79,Martian Bed,,,972,Left
79,Martian Bed,Right,72,972,
79,Meteorite Bed,,,1008,Left
79,Meteorite Bed,Right,72,1008,
79,Granite Bed,,,1044,Left
79,Granite Bed,Right,72,1044,
79,Marble Bed,,,1080,Left
79,Marble Bed,Right,72,1080,
79,Crystal Bed,Left,,1116,
79,Crystal Bed,Right,72,1116,
80,,Default,,,
81,,Red,,,
81,,Pink,26,,
81,,Yellow,52,,
81,,Green,78,,
81,,Blue,104,,
81,,Sponge,130,,
82,Daybloom,,,,
82,Moonglow,,18,,
82,Blinkroot,,36,,
82,Deathweed,,54,,
82,Waterleaf,,72,,
82,Fireblossom,,90,,
82,Shiverthorn,,108,,
83,Daybloom,,,,
83,Moonglow,,18,,
83,Blinkroot,,36,,
83,Deathweed,,54,,
83,Waterleaf,,72,,
83,Fireblossom,,90,,
83,Shiverthorn,,108,,
84,Daybloom,,,,
84,Moonglow,,18,,
84,Blinkroot,,36,,
84,Deathweed,,54,,
84,Waterleaf,,72,,
84,Fireblossom,,90,,
84,Shiverthorn,,108,,
85,,Tombstone,,,
85,,Grave Marker,36,,
85,,Cross Grave Marker,72,,
85,,Headstone,108,,
85,,Gravestone,144,,
85,,Obelisk,180,,
85,,Golden Cross Grave Marker,216,,
85,,Golden Tombstone,252,,
85,,Golden Grave Marker,288,,
85,,Golden Gravestone,324,,
85,,Golden Headstone,360,,
87,,Wooden,,,
87,,Ebonwood,54,,
87,,Rich Mahogany,108,,
87,,Pearlwood,162,,
87,,Shadewood,216,,
87,,Living Wood,270,,
87,,Flesh,324,,
87,,Frozen,378,,
87,,Glass,432,,
87,,Honey,486,,
87,,Steampunk,540,,
87,,Blue Dungeon,594,,
87,,Green Dungeon,648,,
87,,Pink Dungeon,702,,
87,,Golden,756,,
87,,Obsidian,810,,
87,,Bone,864,,
87,,Cactus,918,,
87,,Spooky,972,,
87,,Skyware,1026,,
87,,Lihzahrd,1080,,
87,,Palm Wood,1134,,
87,,Mushroom,1188,,
87,,Boreal Wood,1242,,
87,,Slime,1296,,
87,,Pumpkin,1350,,
87,,Martian,1404,,
87,,Meteorite,1458,,
87,,Granite,1512,,
87,,Marble,1566,,
87,,Crystal,1620,,
87,,Dynasty,1674,,
88,,Wooden,,,
88,,Ebonwood,54,,
88,,Rich Mahogany,108,,
88,,Pearlwood,162,,
88,,Shadewood,216,,
88,,Blue Dungeon,270,,
88,,Green Dungeon,324,,
88,,Pink Dungeon,378,,
88,,Golden,432,,
88,,Obsidian,486,,
88,,Bone,540,,
88,,Cactus,594,,
88,,Spooky,648,,
88,,Skyware,702,,
88,,Honey,756,,
88,,Lihzahrd,810,,
88,,Palm Wood,864,,
88,,Mushroom,918,,
88,,Boreal Wood,972,,
88,,Slime,1026,,
88,,Pumpkin,1080,,
88,,Steampunk,1134,,
88,,Glass,1188,,
88,,Flesh,1242,,
88,,Martian,1296,,
88,,Meteorite,1350,,
88,,Granite,1404,,
88,,Marble,1458,,
88,,Crystal,1512,,
88,,Dynasty,1566,,
88,,Frozen,1620,,
88,,Living Wood,1674,,
89,,Wood Bench,,,
89,,Sofa,54,,
89,,Ebonwood Sofa,108,,
89,,Rich Mahogany Sofa,162,,
89,,Pearlwood Sofa,216,,
89,,Shadewood Sofa,270,,
89,,Blue Dungeon Sofa,324,,
89,,Green Dungeon Sofa,378,,
89,,Pink Dungeon Sofa,432,,
89,,Golden Sofa,486,,
89,,Obsidian Sofa,540,,
89,,Bone Sofa,594,,
89,,Cactus Sofa,648,,
89,,Spooky Sofa,702,,
89,,Skyware Sofa,756,,
89,,Honey Sofa,810,,
89,,Steampunk Sofa,864,,
89,,Mushroom Sofa,918,,
89,,Glass Sofa,972,,
89,,Pumpkin Sofa,1026,,
89,,Lihzahrd Sofa,1080,,
89,,Palm Wood Bench,1134,,
89,,Palm Wood Sofa,1188,,
89,,Mushroom Bench,1242,,
89,,Boreal Wood Sofa,1296,,
89,,Slime Sofa,1350,,
89,,Flesh Sofa,1404,,
89,,Frozen Sofa,1458,,
89,,Living Wood Sofa,1512,,
89,,Martian Sofa,1566,,
89,,Meteorite Sofa,1620,,
89,,Granite Sofa,1674,,
89,,Marble Sofa,1728,,
89,,Crystal Sofa,1782,,
89,,Dynasty Sofa,1826,,
90,,Metal Bathtub,,,Left
90,,Metal Bathtub,72,,Left
90,,Cactus Bathtub,,36,Left
90,,Cactus Bathtub,72,36,Left
90,,Ebonwood Bathtub,,72,Left
90,,Ebonwood Bathtub,72,72,Left
90,,Flesh Bathtub,,108,Left
90,,Flesh Bathtub,72,108,Left
90,,Glass Bathtub,,144,Left
90,,Glass Bathtub,72,144,Left
90,,Frozen Bathtub,,180,Left
90,,Frozen Bathtub,72,180,Left
90,,Rich Mahogany Bathtub,,216,Left
90,,Rich Mahogany Bathtub,72,216,Left
90,,Pearlwood Bathtub,,252,Left
90,,Pearlwood Bathtub,72,252,Left
90,,Lihzahrd Bathtub,,288,Left
90,,Lihzahrd Bathtub,72,288,Left
90,,Skyware Bathtub,,324,Left
90,,Skyware Bathtub,72,324,Left
90,,Spooky Bathtub,,360,Left
90,,Spooky Bathtub,72,360,Left
90,,Honey Bathtub,,396,Left
90,,Honey Bathtub,72,396,Left
90,,Steampunk Bathtub,,432,Left
90,,Steampunk Bathtub,72,432,Left
90,,Living Wood Bathtub,,468,Left
90,,Living Wood Bathtub,72,468,Left
90,,Shadewood Bathtub,,504,Left
90,,Shadewood Bathtub,72,504,Left
90,,Bone Bathtub,,540,Left
90,,Bone Bathtub,72,540,Left
90,,Dynasty Bathtub,,576,Left
90,,Dynasty Bathtub,72,576,Left
90,,Palm Wood Bathtub,,612,Left
90,,Palm Wood Bathtub,72,612,Left
90,,Mushroom Bathtub,,648,Left
90,,Mushroom Bathtub,72,648,Left
90,,Boreal Wood Bathtub,,684,Left
90,,Boreal Wood Bathtub,72,684,Left
90,,Slime Bathtub,,720,Left
90,,Slime Bathtub,72,720,Left
90,,Blue Dungeon Bathtub,,756,Left
90,,Blue Dungeon Bathtub,72,756,Left
90,,Green Dungeon Bathtub,,792,Left
90,,Green Dungeon Bathtub,72,792,Left
90,,Pink Dungeon Bathtub,,828,Left
90,,Pink Dungeon Bathtub,72,828,Left
90,,Pumpkin Bathtub,,864,Left
90,,Pumpkin Bathtub,72,864,Left
90,,Obsidian Bathtub,,900,Left
90,,Obsidian Bathtub,72,900,Left
90,,Golden Bathtub,72,936,Left
90,,Golden Bathtub,,936,Left
90,,Martian Bathtub,72,972,Left
90,,Martian Bathtub,,972,Left
90,,Meteorite Bathtub,72,1008,Left
90,,Meteorite Bathtub,,1008,Left
90,,Granite Bathtub,72,1044,Left
90,,Granite Bathtub,,1044,Left
90,,Marble Bathtub,72,1080,Left
90,,Marble Bathtub,,1080,Left
90,Crystal Bathtub,Left,72,1116,
90,Crystal Bathtub,Right,,1116,
91,Craftable Banner,Red Banner,,,
91,Craftable Banner,Green Banner,18,,
91,Craftable Banner,Blue Banner,36,,
91,Craftable Banner,Yellow Banner,54,,
91,Pyramid Banner,Ankh Banner,72,,
91,Pyramid Banner,Snake Banner,90,,
91,Pyramid Banner,Omega Banner,108,,
91,Sky Banner,World Banner,126,,
91,Sky Banner,Sun Banner,144,,
91,Sky Banner,Gravity Banner,162,,
91,Faction Banner,Marching Bones Banner,180,,
91,Faction Banner,Necromantic Sign,198,,
91,Faction Banner,Rusted Company Standard,216,,
91,Faction Banner,Ragged Brotherhood Sigil,234,,
91,Faction Banner,Molten Legion Flag,252,,
91,Faction Banner,Diabolic Sigil,270,,
91,Underworld Banner,Hellbound Banner,288,,
91,Underworld Banner,Hell Hammer Banner,306,,
91,Underworld Banner,Helltower Banner,324,,
91,Underworld Banner,Lost Hopes of Man Banner,342,,
91,Underworld Banner,Obsidian Watcher Banner,360,,
91,Underworld Banner,Lava Erupts Banner,378,,
91,Monster Banner,Angler Fish Banner,396,,
91,Monster Banner,Angry Nimbus Banner,414,,
91,Monster Banner,Anomura Fungus Banner,432,,
91,Monster Banner,Antlion Banner,450,,
91,Monster Banner,Arapaima Banner,468,,
91,Monster Banner,Armored Skeleton Banner,486,,
91,Monster Banner,Bat Banner,504,,
91,Monster Banner,Bird Banner,522,,
91,Monster Banner,Black Recluse Banner,540,,
91,Monster Banner,Blood Feeder Banner,558,,
91,Monster Banner,Blood Jelly Banner,576,,
91,Monster Banner,Blood Crawler Banner,594,,
91,Monster Banner,Bone Serpent Banner,612,,
91,Monster Banner,Bunny Banner,630,,
91,Monster Banner,Chaos Elemental Banner,648,,
91,Monster Banner,Mimic Banner,666,,
91,Monster Banner,Clown Banner,684,,
91,Monster Banner,Corrupt Bunny Banner,702,,
91,Monster Banner,Corrupt Goldfish Banner,720,,
91,Monster Banner,Crab Banner,738,,
91,Monster Banner,Crimera Banner,756,,
91,Monster Banner,Crimson Axe Banner,774,,
91,Monster Banner,Cursed Hammer Banner,792,,
91,Monster Banner,Demon Banner,810,,
91,Monster Banner,Demon Eye Banner,828,,
91,Monster Banner,Derpling Banner,846,,
91,Monster Banner,Eater of Souls Banner,864,,
91,Monster Banner,Enchanted Sword Banner,882,,
91,Monster Banner,Zombie Eskimo Banner,900,,
91,Monster Banner,Face Monster Banner,918,,
91,Monster Banner,Floaty Gross Banner,936,,
91,Monster Banner,Flying Fish Banner,954,,
91,Monster Banner,Flying Snake Banner,972,,
91,Monster Banner,Frankenstein Banner,990,,
91,Monster Banner,Fungi Bulb Banner,1008,,
91,Monster Banner,Fungo Fish Banner,1026,,
91,Monster Banner,Gastropod Banner,1044,,
91,Monster Banner,Goblin Archer Banner,1062,,
91,Monster Banner,Goblin Sorcerer Banner,1080,,
91,Monster Banner,Goblin Scout Banner,1098,,
91,Monster Banner,Goblin Thief Banner,1116,,
91,Monster Banner,Goblin Warrior Banner,1134,,
91,Monster Banner,Goldfish Banner,1152,,
91,Monster Banner,Harpy Banner,1170,,
91,Monster Banner,Hellbat Banner,1188,,
91,Monster Banner,Herpling Banner,1206,,
91,Monster Banner,Hornet Banner,1224,,
91,Monster Banner,Ice Elemental Banner,1242,,
91,Monster Banner,Icy Merman Banner,1260,,
91,Monster Banner,Fire Imp Banner,1278,,
91,Monster Banner,Blue Jellyfish Banner,1296,,
91,Monster Banner,Jungle Creeper Banner,1314,,
91,Monster Banner,Lihzahrd Banner,1332,,
91,Monster Banner,Man Eater Banner,1350,,
91,Monster Banner,Meteor Head Banner,1368,,
91,Monster Banner,Moth Banner,1386,,
91,Monster Banner,Mummy Banner,1404,,
91,Monster Banner,Mushi Ladybug Banner,1422,,
91,Monster Banner,Parrot Banner,1440,,
91,Monster Banner,Pigron Banner,1458,,
91,Monster Banner,Piranha Banner,1476,,
91,Monster Banner,Pirate Deckhand Banner,1494,,
91,Monster Banner,Pixie Banner,1512,,
91,Monster Banner,Raincoat Zombie Banner,1530,,
91,Monster Banner,Reaper Banner,1548,,
91,Monster Banner,Shark Banner,1566,,
91,Monster Banner,Skeleton Banner,1584,,
91,Monster Banner,Skeleton Mage Banner,1602,,
91,Monster Banner,Blue Slime Banner,1620,,
91,Monster Banner,Snow Flinx Banner,1638,,
91,Monster Banner,Spider Banner,1656,,
91,Monster Banner,Spore Zombie Banner,1674,,
91,Monster Banner,Swamp Thing Banner,1692,,
91,Monster Banner,Tortoise Banner,1710,,
91,Monster Banner,Toxic Sludge Banner,1728,,
91,Monster Banner,Umbrella Slime Banner,1746,,
91,Monster Banner,Unicorn Banner,1764,,
91,Monster Banner,Vampire Banner,1782,,
91,Monster Banner,Vulture Banner,1800,,
91,Monster Banner,Nypmh Banner,1818,,
91,Monster Banner,Werewolf Banner,1836,,
91,Monster Banner,Wolf Banner,1854,,
91,Monster Banner,World Feeder Banner,1872,,
91,Monster Banner,Worm Banner,1890,,
91,Monster Banner,Wraith Banner,1908,,
91,Monster Banner,Wyvern Banner,1926,,
91,Monster Banner,Zombie Banner,1944,,
91,Monster Banner,,1962,,
91,Monster Banner,,1980,,
91,Monster Banner,,,54,
91,Monster Banner,,18,54,
91,Monster Banner,,36,54,
91,Monster Banner,,54,54,
91,Monster Banner,,72,54,
91,Monster Banner,,90,54,
91,Monster Banner,,108,54,
91,Monster Banner,,126,54,
91,Monster Banner,,144,54,
91,Monster Banner,,162,54,
91,Monster Banner,,180,54,
91,Monster Banner,,198,54,
91,Monster Banner,,216,54,
91,Monster Banner,,234,54,
91,Monster Banner,,252,54,
91,Monster Banner,,270,54,
91,Monster Banner,,288,54,
91,Monster Banner,,306,54,
91,Monster Banner,,324,54,
91,Monster Banner,,342,54,
91,Monster Banner,,360,54,
91,Monster Banner,,378,54,
91,Monster Banner,,396,54,
91,Monster Banner,,414,54,
91,Monster Banner,,432,54,
91,Monster Banner,,450,54,
91,Monster Banner,,468,54,
91,Monster Banner,,486,54,
91,Monster Banner,,504,54,
91,Monster Banner,,522,54,
91,Monster Banner,,540,54,
91,Monster Banner,,558,54,
91,Monster Banner,,576,54,
91,Monster Banner,,594,54,
91,Monster Banner,,612,54,
91,Monster Banner,,630,54,
91,Monster Banner,,648,54,
91,Monster Banner,,666,54,
91,Monster Banner,,684,54,
91,Monster Banner,,702,54,
91,Monster Banner,,720,54,
91,Monster Banner,,738,54,
91,Monster Banner,,756,54,
91,Monster Banner,,774,54,
91,Monster Banner,,792,54,
91,Monster Banner,,810,54,
91,Monster Banner,,828,54,
91,Monster Banner,,846,54,
91,Monster Banner,,864,54,
91,Monster Banner,,882,54,
91,Monster Banner,,900,54,
91,Monster Banner,,918,54,
91,Monster Banner,,936,54,
91,Monster Banner,,954,54,
91,Monster Banner,,972,54,
91,Monster Banner,,990,54,
91,Monster Banner,,1008,54,
91,Monster Banner,,1026,54,
91,Monster Banner,,1044,54,
91,Monster Banner,,1062,54,
91,Monster Banner,,1080,54,
91,Monster Banner,,1098,54,
91,Monster Banner,,1116,54,
91,Monster Banner,,1134,54,
91,Monster Banner,,1152,54,
91,Monster Banner,,1170,54,
91,Monster Banner,,1188,54,
91,Monster Banner,,1206,54,
91,Monster Banner,,1224,54,
91,Monster Banner,,1242,54,
91,Monster Banner,,1260,54,
91,Monster Banner,,1278,54,
91,Monster Banner,,1296,54,
91,Monster Banner,,1314,54,
91,Monster Banner,,1332,54,
91,Monster Banner,,1350,54,
91,Monster Banner,,1368,54,
91,Monster Banner,,1386,54,
91,Monster Banner,,1404,54,
91,Monster Banner,,1422,54,
91,Monster Banner,,1440,54,
91,Monster Banner,,1458,54,
91,Monster Banner,,1476,54,
91,Monster Banner,,1494,54,
91,Monster Banner,,1512,54,
91,Monster Banner,,1530,54,
91,Monster Banner,,1548,54,
91,Monster Banner,,1566,54,
91,Monster Banner,,1584,54,
91,Monster Banner,,1602,54,
91,Monster Banner,,1620,54,
91,Monster Banner,,1638,54,
91,Monster Banner,,1656,54,
91,Monster Banner,,1674,54,
91,Monster Banner,,1692,54,
91,Monster Banner,,1710,54,
91,Monster Banner,,1728,54,
91,Monster Banner,,1746,54,
91,Monster Banner,,1764,54,
91,Monster Banner,,1782,54,
91,Monster Banner,,1800,54,
91,Monster Banner,,1818,54,
91,Monster Banner,,1836,54,
91,Monster Banner,,1854,54,
91,Monster Banner,,1872,54,
91,Monster Banner,,1890,54,
91,Monster Banner,,1908,54,
91,Monster Banner,,1926,54,
91,Monster Banner,,1944,54,
91,Monster Banner,,1962,54,
91,Monster Banner,,1980,54,
91,Monster Banner,,,108,
91,Monster Banner,,18,108,
91,Monster Banner,,36,108,
91,Monster Banner,,54,108,
91,Monster Banner,,72,108,
91,Monster Banner,,90,108,
91,Monster Banner,,108,108,
91,Monster Banner,,126,108,
91,Monster Banner,,144,108,
91,Monster Banner,,162,108,
91,Monster Banner,,180,108,
91,Monster Banner,,198,108,
91,Monster Banner,,216,108,
91,Monster Banner,,234,108,
91,Monster Banner,,252,108,
91,Monster Banner,,270,108,
91,Monster Banner,,288,108,
91,Monster Banner,,306,108,
91,Monster Banner,,324,108,
91,Monster Banner,,342,108,
91,Monster Banner,,360,108,
91,Monster Banner,,378,108,
91,Monster Banner,,396,108,
91,Monster Banner,,414,108,
91,Monster Banner,,432,108,
91,Monster Banner,,450,108,
91,Monster Banner,,468,108,
91,Monster Banner,,486,108,
91,Monster Banner,,504,108,
91,Monster Banner,,522,108,
91,Monster Banner,,540,108,
91,Monster Banner,,558,108,
91,Monster Banner,,576,108,
91,Monster Banner,,594,108,
91,Monster Banner,,612,108,
91,Monster Banner,,630,108,
91,Monster Banner,,648,108,
91,Monster Banner,,666,108,
91,Monster Banner,,684,108,
91,Monster Banner,,702,108,
91,Monster Banner,,720,108,
91,Monster Banner,,738,108,
91,Monster Banner,,756,108,
91,Monster Banner,,774,108,
91,Monster Banner,,792,108,
91,Monster Banner,,810,108,
91,Monster Banner,,828,108,
91,Monster Banner,,846,108,
91,Monster Banner,,864,108,
91,Monster Banner,,882,108,
92,,On,,,
92,,Off,18,,
93,Tiki Torch,On,,,
93,Tiki Torch,Off,18,,
93,Cactus Lamp,On,,54,
93,Cactus Lamp,Off,18,54,
93,Ebonwood Lamp,On,,108,
93,Ebonwood Lamp,Off,18,108,
93,Flesh Lamp,On,,162,
93,Flesh Lamp,Off,18,162,
93,Glass Lamp,On,,216,
93,Glass Lamp,Off,18,216,
93,Frozen Lamp,On,,270,
93,Frozen Lamp,Off,18,270,
93,Rich Mahogany Lamp,On,,324,
93,Rich Mahogany Lamp,Off,18,324,
93,Pearlwood Lamp,On,,378,
93,Pearlwood Lamp,Off,18,378,
93,Lihzahrd Lamp,On,,432,
93,Lihzahrd Lamp,Off,18,432,
93,Skyware Lamp,On,,486,
93,Skyware Lamp,Off,18,486,
93,Spooky Lamp,On,,540,
93,Spooky Lamp,Off,18,540,
93,Honey Lamp,On,,594,
93,Honey Lamp,Off,18,594,
93,Steampunk Lamp,On,,648,
93,Steampunk Lamp,Off,18,648,
93,Living Wood Lamp,On,,702,
93,Living Wood Lamp,Off,18,702,
93,Shadewood Lamp,On,,756,
93,Shadewood Lamp,Off,18,756,
93,Golden Lamp,On,,810,
93,Golden Lamp,Off,18,810,
93,Bone Lamp,On,,864,
93,Bone Lamp,Off,18,864,
93,Dynasty Lamp,On,,918,
93,Dynasty Lamp,Off,18,918,
93,Palm Wood Lamp,On,,972,
93,Palm Wood Lamp,Off,18,972,
93,Mushroom Lamp,On,,1026,
93,Mushroom Lamp,Off,18,1026,
93,Boreal Wood Lamp,On,,1080,
93,Boreal Wood Lamp,Off,18,1080,
93,Slime Lamp,On,,1134,
93,Slime Lamp,Off,18,1134,
93,Pumpkin Lamp,On,,1188,
93,Pumpkin Lamp,Off,18,1188,
93,Obsidian Lamp,On,,1242,
93,Obsidian Lamp,Off,18,1242,
93,Blue Dungeon Lamp,On,,1296,
93,Blue Dungeon Lamp,Off,18,1296,
93,Green Dungeon Lamp,On,,1350,
93,Green Dungeon Lamp,Off,18,1350,
93,Pink Dungeon Lamp,On,,1404,
93,Pink Dungeon Lamp,Off,18,1404,
93,Martian Lamppost,On,,1458,
93,Martian Lamppost,Off,18,1458,
93,Meteorite Lamp,On,,1512,
93,Meteorite Lamp,Off,18,1512,
93,Granite Lamp,On,,1566,
93,Granite Lamp,Off,18,1566,
93,Marble Lamp,On,,1620,
93,Marble Lamp,Off,18,1620,
93,Crystal Lamp,On,,1674,
93,Crystal Lamp,Off,18,1674,
95,,On,,,
95,,Off,36,,
96,,Cooking Pot,,,
96,,Cauldron,36,,
100,Candelabra,On,,,
100,Candelabra,Off,36,,
100,Cactus Candelabra,On,,36,
100,Cactus Candelabra,Off,36,36,
100,Ebonwood Candelabra,On,,72,
100,Ebonwood Candelabra,Off,36,72,
100,Flesh Candelabra,On,,108,
100,Flesh Candelabra,Off,36,108,
100,Honey Candelabra,On,,144,
100,Honey Candelabra,Off,36,144,
100,Steampunk Candelabra,On,,180,
100,Steampunk Candelabra,Off,36,180,
100,Glass Candelabra,On,,216,
100,Glass Candelabra,Off,36,216,
100,Rich Mahogany Candelabra,On,,252,
100,Rich Mahogany Candelabra,Off,36,252,
100,Pearlwood Candelabra,On,,288,
100,Pearlwood Candelabra,Off,36,288,
100,Frozen Candelabra,On,,324,
100,Frozen Candelabra,Off,36,324,
100,Lihzahrd Candelabra,On,,360,
100,Lihzahrd Candelabra,Off,36,360,
100,Skyware Candelabra,On,,396,
100,Skyware Candelabra,Off,36,396,
100,Spooky Candelabra,On,,432,
100,Spooky Candelabra,Off,36,432,
100,Living Wood Candelabra,On,,468,
100,Living Wood Candelabra,Off,36,468,
100,Shadewood Candelabra,On,,504,
100,Shadewood Candelabra,Off,36,504,
100,Golden Candelabra,On,,540,
100,Golden Candelabra,Off,36,540,
100,Bone Candelabra,On,,576,
100,Bone Candelabra,Off,36,576,
100,Large Dynasty Candelabra,On,,612,
100,Large Dynasty Candelabra,Off,36,612,
100,Palm Wood Candelabra,On,,648,
100,Palm Wood Candelabra,Off,36,648,
100,Mushroom Candelabra,On,,684,
100,Mushroom Candelabra,Off,36,684,
100,Boreal Wood Candelabra,On,,720,
100,Boreal Wood Candelabra,Off,36,720,
100,Slime Candelabra,On,,756,
100,Slime Candelabra,Off,36,756,
100,Blue Dungeon Candelabra,On,,792,
100,Blue Dungeon Candelabra,Off,36,792,
100,Green Dungeon Candelabra,On,,828,
100,Green Dungeon Candelabra,Off,36,828,
100,Pink Dungeon Candelabra,On,,864,
100,Pink Dungeon Candelabra,Off,36,864,
100,Obsidian Candelabra,On,,900,
100,Obsidian Candelabra,Off,36,900,
100,Pumpkin Candelabra,On,,936,
100,Pumpkin Candelabra,Off,36,936,
100,Martian Candelabra,On,,972,
100,Martian Candelabra,Off,36,972,
100,Meteorite Candelabra,On,,1008,
100,Meteorite Candelabra,Off,36,1008,
100,Granite Candelabra,On,,1044,
100,Granite Candelabra,Off,36,1044,
100,Marble Candelabra,On,,1080,
100,Marble Candelabra,Off,36,1080,
100,Crystal Candelabra,On,,1116,
100,Crystal Candelabra,Off,36,1116,
101,,Wooden,,,
101,,Blue Dungeon Bookcase,54,,
101,,Green Dungeon Bookcase,108,,
101,,Pink Dungeon Bookcase,162,,
101,,Obsidian Bookcase,216,,
101,,Gothic Bookcase,270,,
101,,Cactus Bookcase,324,,
101,,Ebonwood Bookcase,378,,
101,,Flesh Bookcase,432,,
101,,Honey Bookcase,486,,
101,,Steampunk Bookcase,540,,
101,,Glass Bookcase,594,,
101,,Rich Mahogany Bookcase,648,,
101,,Pearlwood Bookcase,702,,
101,,Spooky Bookcase,756,,
101,,Skyware Bookcase,810,,
101,,Lihzahrd Bookcase,864,,
101,,Frozen Bookcase,918,,
101,,Living Wood Bookcase,972,,
101,,Shadewood Bookcase,1026,,
101,,Golden Bookcase,1080,,
101,,Bone Bookcase,1134,,
101,,Dynasty Bookcase,1188,,
101,,Palm Wood Bookcase,1242,,
101,,Mushroom Bookcase,1296,,
101,,Boreal Wood Bookcase,1350,,
101,,Slime Bookcase,1404,,
101,,Pumpkin Bookcase,1458,,
101,,Martian Holobookcase,1512,,
101,,Meteorite Bookcase,1566,,
101,,Granite Bookcase,1620,,
101,,Marble Bookcase,1674,,
101,,Crystal Bookcase,1728,,
103,Bowl,Default,,,
103,Bowl,Dynasty Bowl,36,,
103,Bowl,Fancy Dishes,72,,
103,Bowl,Glass Bowl,108,,
104,Grandfather Clock,,,,
104,Dynasty Clock,,36,,
104,Golden Clock,,72,,
104,Glass Clock,,108,,
104,Honey Clock,,144,,
104,Steampunk Clock,,180,,
104,Boreal Wood Clock,,216,,
104,Slime Clock,,252,,
104,Bone Clock,,288,,
104,Cactus Clock,,324,,
104,Ebonwood Clock,,360,,
104,Frozen Clock,,396,,
104,Lihzahrd Clock,,432,,
104,Living Wood Clock,,468,,
104,Rich Mahogany Clock,,504,,
104,Flesh Clock,,540,,
104,Mushroom Clock,,576,,
104,Obsidian Clock,,612,,
104,Palm Wood Clock,,648,,
104,Pearlwood Clock,,684,,
104,Pumpkin Clock,,720,,
104,Shadewood Clock,,756,,
104,Spooky Clock,,792,,
104,Sunplate Clock,,828,,
104,Martian Astro Clock,,864,,
104,Meteorite Clock,,900,,
104,Granite Clock,,936,,
104,Marble Clock,,972,,
104,Crystal Clock,,1008,,
104,Sunplate Clock,,1044,,
104,Blue Dungeon Clock,,1080,,
104,Green Dungeon Clock,,1116,,
104,Pink Dungeon Clock,,1152,,
105,Armor Statue,Left,,,
105,Angel Statue,Left,36,,
105,Star Statue,Left,72,,
105,Sword Statue,Left,108,,
105,Slime Statue,Left,144,,
105,Goblin Statue,Left,180,,
105,Shield Statue,Left,216,,
105,Bat Statue,Left,252,,
105,Fish Statue,Left,288,,
105,Bunny Statue,Left,324,,
105,Skeleton Statue,Left,360,,
105,Reaper Statue,Left,396,,
105,Woman Statue,Left,432,,
105,Imp Statue,Left,468,,
105,Gargoyle Statue,Left,504,,
105,Gloom Statue,Left,540,,
105,Hornet Statue,Left,576,,
105,Bomb Statue,Left,612,,
105,Crab Statue,Left,648,,
105,Hammer Statue,Left,684,,
105,Potion Statue,Left,720,,
105,Spear Statue,Left,756,,
105,Cross Statue,Left,792,,
105,Jellyfish Statue,Left,828,,
105,Bow Statue,Left,864,,
105,Boomerang Statue,Left,900,,
105,Boot Statue,Left,936,,
105,Chest Statue,Left,972,,
105,Bird Statue,Left,1008,,
105,Axe Statue,Left,1044,,
105,Corrupt Statue,Left,1080,,
105,Tree Statue,Left,1116,,
105,Anvil Statue,Left,1152,,
105,Pickaxe Statue,Left,1188,,
105,Mushroom Statue,Left,1224,,
105,Eyeball Statue,Left,1260,,
105,Pillar Statue,Left,1296,,
105,Heart Statue,Left,1332,,
